,DestinationList
1,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
2,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
3,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
4,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
5,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA
6,TELUK LOMBOK,TNK SANGKIMAH,TNK FREVAB MENTOKO,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL
7,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
8,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
9,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
10,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
11,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
12,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
13,TNK FREVAB MENTOKO,PULAU MIANG
14,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
15,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
16,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
17,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
18,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
19,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI,WATERBOOM NAYLA JAYA,DANAU SENAL,FANKAFE AQUAPLAY,TELAGA ANTASARI,KOLAM RENANG TIRTA,KOLAM RENANG HOTEL VICTORIA
20,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
21,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
22,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
23,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
24,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
25,TELUK LOMBOK,TNK SANGKIMAH,DANAU LELHUT,MIAU BARU,BUKIT HIJAU,MANGKURIS,PULAU MIANG,PANTAI KENYAMUKAN,PANTAI JEPU_JEPU,PANTAI SEKERAT,TANGGA BIDADARI
